"","plantid","shootmass","leafnum","stolonnum","nodulenum","MassofNodules","NodulesinTube","meannodulemass","totalnodulemass","Chlor","Harvester","Harvestdate","Harvestday","strain","nitrogen","field","plot","plantspori","plantpopori","plantsprear","plantpoprear","type"
"319",555,3.29,10,1,2,0.0012,2,6e-04,0.0012,34.8,"DW","31-Jan",18,"40","Nitrogen","3","3B","T. repens","Idaho","T. hybridum","Colorado","treat"
"320",557,0.005,3,1,0,NA,NA,NA,NA,NA,"JL","30-Jan",17,"262","Nitrogen","2","2B","T. repens","Idaho","T. hybridum","Colorado","treat"
"321",562,0.91,19,2,198,0.0079,100,7.9e-05,0.015642,45.5,"JL","30-Jan",17,"636","Control","1","1A","T. repens","Chile","T. pratense","Pennsylvania","treat"
"322",564,1.15,31,3,710,0.0195,100,0.000195,0.13845,46,"DW","31-Jan",18,"461","Control","2","2A","T. hybridum","Colorado","T. pratense","Greece","treat"
"323",566,0.78,41,4,159,0.0214,100,0.000214,0.034026,45.6,"DW","31-Jan",18,"108","Control","3","3A","T. hybridum","Colorado","T. repens","Idaho","treat"
"324",567,0.78,36,6,78,0.0383,78,0.000491026,0.0383,45.8,"JL","31-Jan",18,"100","Control","5","5A","T. hybridum","Russia","T. hybridum","Russia","treat"
"325",570,0.83,46,5,184,0.0149,100,0.000149,0.027416,49.6,"JL","31-Jan",18,"499","Control","3","3A","T. pratense","Pennsylvania","T. repens","Idaho","treat"
"326",571,0.98,34,7,142,0.0215,138,0.000155797,0.022123188,46.9,"JL","31-Jan",18,"861","Control","5","5A","T. repens","Chile","T. hybridum","Colorado","treat"
"327",572,0.77,14,3,301,0.0175,100,0.000175,0.052675,47.5,NA,"18-Jan",5,"50","Control","1","1A","T. pratense","Pennsylvania","T. pratense","Greece","treat"
"328",573,0.97,41,5,312,0.009,100,9e-05,0.02808,42.8,"JL","31-Jan",18,"228","Control","1","1A","T. pratense","Greece","T. hybridum","Colorado","treat"
"329",574,0.4,10,1,208,0.0033,100,3.3e-05,0.006864,45.7,"JL","31-Jan",18,"381","Nitrogen","3","3B","T. repens","Chile","T. pratense","Greece","treat"
"330",579,0.59,9,2,191,0.01,100,1e-04,0.0191,47.3,"JL","31-Jan",18,"50","Control","1","1A","T. pratense","Pennsylvania","T. pratense","Pennsylvania","treat"
"331",580,0.99,8,1,59,0.0543,59,0.000920339,0.0543,46.2,"JL","30-Jan",17,"449","Control","2","2A","T. hybridum","Russia","T. pratense","Pennsylvania","treat"
"332",581,0.98,53,5,134,0.1255,134,0.000936567,0.1255,46.8,"JL","30-Jan",17,"706","Control","4","4A","T. hybridum","Colorado","T. repens","Chile","treat"
"333",583,0.49,26,5,94,0.0313,94,0.000332979,0.0313,45,"JL","30-Jan",17,"116","Nitrogen","1","1B","T. pratense","Greece","T. repens","Idaho","treat"
"334",584,0.42,12,1,154,0.0704,101,0.00069703,0.107342574,34.5,"DW","31-Jan",18,"145","Control","3","3A","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"335",586,1.18,88,6,402,0.0485,102,0.00047549,0.191147059,41.7,"DW","31-Jan",18,"758","Control","1","1A","T. repens","Idaho","T. repens","Idaho","treat"
"336",591,0.75,37,4,254,0.0296,180,0.000164444,0.041768889,40.5,"TS","31-Jan",18,"511","Nitrogen","3","3B","T. pratense","Pennsylvania","T. repens","Chile","treat"
"337",593,0.43,10,1,134,0.0657,102,0.000644118,0.086311765,34.5,"DW","31-Jan",18,"559","Control","4","4A","T. pratense","Pennsylvania","T. pratense","Pennsylvania","treat"
"338",594,0.24,20,1,248,0.0031,101,3.07e-05,0.007611881,33.1,"DW","31-Jan",18,"475","Nitrogen","4","4B","T. repens","Idaho","T. hybridum","Colorado","treat"
"339",596,0.46,9,1,64,0.0518,64,0.000809375,0.0518,49.9,"DW","31-Jan",18,"643","Nitrogen","2","2B","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"340",598,0.21,12,1,136,0.0269,100,0.000269,0.036584,46.4,"MH","31-Jan",18,"493","Control","5","5A","T. pratense","Greece","T. pratense","Greece","treat"
"341",601,0.57,15,1,717,0.0265,103,0.000257282,0.184470874,37.6,"DW","1-Feb",19,"651","Nitrogen","6","6B","T. hybridum","Russia","T. pratense","Greece","treat"
"342",602,0.61,21,4,75,0.008,75,0.000106667,0.008,47.8,"JL","1-Feb",19,"173","Control","2","2A","T. repens","Chile","T. hybridum","Colorado","treat"
"343",603,0.96,52,4,185,0.0244,100,0.000244,0.04514,48,"JL","1-Feb",19,"511","Nitrogen","3","3B","T. pratense","Pennsylvania","T. repens","Chile","treat"
"344",604,0.36,18,2,174,0.0524,100,0.000524,0.091176,25.9,"TS","1-Feb",19,"50","Control","1","1A","T. pratense","Pennsylvania","T. hybridum","Russia","treat"
"345",605,0.96,23,3,126,0.0154,110,0.00014,0.01764,40.9,"TS","1-Feb",19,"636","Control","1","1A","T. repens","Chile","T. hybridum","Colorado","treat"
"346",606,0.83,33,4,62,0.0712,62,0.001148387,0.0712,49.1,"TS","31-Jan",18,"651","Nitrogen","6","6B","T. hybridum","Russia","T. repens","Chile","treat"
"347",608,0.45,23,4,64,0.0346,64,0.000540625,0.0346,50.3,"JL","31-Jan",18,"627","Control","6","6A","T. repens","Chile","T. hybridum","Russia","treat"
"348",609,0.79,12,1,807,0.0349,101,0.000345545,0.278854455,43.9,"DW","1-Feb",19,"859","Nitrogen","4","4B","T. repens","Chile","T. pratense","Pennsylvania","treat"
"349",610,0.52,17,1,55,0.0425,55,0.000772727,0.0425,57,"MH","1-Feb",19,"160","Control","5","5A","T. pratense","Pennsylvania","T. hybridum","Russia","treat"
"350",612,0.47,22,3,23,0.0079,23,0.000343478,0.0079,49.6,"MH","1-Feb",19,"56","Nitrogen","5","5B","T. repens","Idaho","T. hybridum","Russia","treat"
"351",613,0.72,24,4,337,0.0078,100,7.8e-05,0.026286,42.9,"JL","1-Feb",19,"180","Control","5","5A","T. repens","Idaho","T. hybridum","Colorado","treat"
"352",614,0.6,18,4,417,0.0211,100,0.000211,0.087987,36.9,"TS","31-Jan",18,"16","Nitrogen","3","3B","T. hybridum","Greece","T. pratense","Greece","treat"
"353",615,1.26,22,4,197,0.0149,100,0.000149,0.029353,47.7,"JL","31-Jan",18,"596","Nitrogen","1","1B","T. repens","Idaho","T. pratense","Pennsylvania","treat"
"354",616,2.65,32,5,79,0.0166,79,0.000210127,0.0166,38.6,"JL","1-Feb",19,"308","Control","6","6A","T. pratense","Pennsylvania","T. pratense","Greece","treat"
"355",619,0.73,29,5,1,5e-05,1,5e-05,5e-05,51.2,"JL","1-Feb",19,"527","Nitrogen","3","3B","T. pratense","Greece","T. hybridum","Colorado","treat"
"356",625,1.06,24,4,118,0.0156,118,0.000132203,0.0156,46.5,"JL","31-Jan",18,"461","Control","2","2A","T. hybridum","Colorado","T. hybridum","Colorado","treat"
"357",626,1.05,34,4,250,0.0149,100,0.000149,0.03725,53.3,"MH","31-Jan",18,"758","Control","1","1A","T. repens","Idaho","T. repens","Chile","treat"
"358",627,0.05,5,1,216,0.0044,100,4.4e-05,0.009504,9.9,"TS","2-Feb",20,"651","Nitrogen","6","6B","T. hybridum","Russia","T. hybridum","Russia","treat"
"359",629,0.71,15,2,240,0.0061,100,6.1e-05,0.01464,46.5,"MH","4-Feb",22,"209","Nitrogen","6","6B","T. hybridum","Greece","T. hybridum","Colorado","treat"
"360",631,0.32,18,2,60,0.0231,60,0.000385,0.0231,22.1,"MH","4-Feb",22,"40","Nitrogen","3","3B","T. repens","Idaho","T. repens","Idaho","treat"
"361",633,0.39,26,2,109,0.0456,100,0.000456,0.049704,48.6,"DW","3-Feb",21,"493","Control","5","5A","T. pratense","Greece","T. hybridum","Russia","treat"
"362",634,0.73,12,1,375,0.0487,102,0.000477451,0.179044118,44,"DW","3-Feb",21,"527","Nitrogen","3","3B","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"363",635,0.9,67,6,277,0.0495,102,0.000485294,0.134426471,41.9,"DW","3-Feb",21,"209","Nitrogen","6","6B","T. hybridum","Greece","T. repens","Idaho","treat"
"364",636,0.95,38,1,122,0.0393,100,0.000393,0.047946,47.4,"DW","3-Feb",21,"100","Control","5","5A","T. hybridum","Russia","T. hybridum","Russia","treat"
"365",638,1.06,17,3,182,0.0182,100,0.000182,0.033124,54.4,"JL","1-Feb",19,"231","Nitrogen","6","6B","T. repens","France","T. pratense","Pennsylvania","treat"
"366",639,0.88,31,2,94,0.0444,94,0.00047234,0.0444,49.2,"TS","2-Feb",20,"325","Control","4","4A","T. repens","Chile","T. repens","Chile","treat"
"367",643,0.83,54,6,84,0.0223,84,0.000265476,0.0223,48.2,"MH","3-Feb",21,"110","Control","4","4A","T. repens","Idaho","T. repens","Idaho","treat"
"368",647,0.64,41,5,94,0.0066,94,7.02e-05,0.0066,45.8,"DW","3-Feb",21,"318","Control","2","2A","T. pratense","Pennsylvania","T. repens","Idaho","treat"
"369",648,0.69,15,1,220,0.0305,102,0.00029902,0.065784314,55,"DW","3-Feb",21,"461","Control","2","2A","T. hybridum","Colorado","T. pratense","Pennsylvania","treat"
"370",649,0.04,5,1,0,NA,NA,NA,NA,7.6,"DW","3-Feb",21,"643","Nitrogen","2","2B","T. pratense","Greece","T. pratense","Greece","treat"
"371",652,0.59,35,5,79,0.0561,79,0.000710127,0.0561,52.5,"JL","1-Feb",19,"773","Nitrogen","4","4B","T. pratense","Greece","T. repens","Idaho","treat"
"372",654,1.32,89,7,163,0.049,100,0.00049,0.07987,52.3,"JL","1-Feb",19,"415","Control","3","3A","T. repens","Idaho","T. repens","Chile","treat"
"373",655,0.09,5,1,180,0.0056,100,5.6e-05,0.01008,20.6,"MH","4-Feb",22,"381","Nitrogen","3","3B","T. repens","Chile","T. hybridum","Russia","treat"
"374",656,0.84,44,5,135,0.0284,100,0.000284,0.03834,48.8,"MH","3-Feb",21,"462","Control","5","5A","T. hybridum","Colorado","T. repens","Idaho","treat"
"375",657,0.87,40,3,40,0.011,40,0.000275,0.011,50.2,"JL","3-Feb",21,"74","Control","1","1A","T. hybridum","Russia","T. repens","Chile","treat"
"376",658,0.79,23,4,330,0.0058,100,5.8e-05,0.01914,45.5,"MH","3-Feb",21,"861","Control","5","5A","T. repens","Chile","T. hybridum","Colorado","treat"
"377",659,0.73,11,2,78,0.0223,78,0.000285897,0.0223,52.6,"TS","2-Feb",20,"228","Control","1","1A","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"378",661,1.1,12,2,103,0.0214,103,0.000207767,0.0214,50.4,"JL","1-Feb",19,"651","Nitrogen","6","6B","T. hybridum","Russia","T. pratense","Pennsylvania","treat"
"379",663,0.63,31,3,76,0.0047,76,6.18e-05,0.0047,44.5,"TS","2-Feb",20,"627","Control","6","6A","T. repens","Chile","T. repens","Idaho","treat"
"380",664,0.95,16,4,128,0.0506,128,0.000395313,0.0506,52.2,"JL","3-Feb",21,"706","Control","4","4A","T. hybridum","Colorado","T. pratense","Pennsylvania","treat"
"381",665,1.16,14,3,165,0.0296,100,0.000296,0.04884,50.6,"JL","3-Feb",21,"460","Control","3","3A","T. repens","Chile","T. pratense","Pennsylvania","treat"
"382",667,0.35,5,1,250,0.0036,100,3.6e-05,0.009,42.2,"MH","3-Feb",21,"729","Control","1","1A","T. hybridum","Colorado","T. pratense","Pennsylvania","treat"
"383",668,0.53,11,1,272,0.0248,103,0.000240777,0.065491262,50,"DW","3-Feb",21,"262","Nitrogen","2","2B","T. repens","Idaho","T. pratense","Pennsylvania","treat"
"384",670,0.78,20,3,219,0.0201,104,0.000193269,0.042325962,42.8,"DW","3-Feb",21,"160","Control","5","5A","T. pratense","Pennsylvania","T. pratense","Greece","treat"
"385",673,0.75,57,5,136,0.0544,102,0.000533333,0.072533333,46.6,"DW","3-Feb",21,"56","Nitrogen","5","5B","T. repens","Idaho","T. repens","Idaho","treat"
"386",674,0.72,36,3,75,0.023,75,0.000306667,0.023,62,"DW","3-Feb",21,"636","Control","1","1A","T. repens","Chile","T. repens","Idaho","treat"
"387",675,0.66,11,1,589,0.0532,106,0.000501887,0.295611321,42,"DW","4-Feb",22,"325","Control","4","4A","T. repens","Chile","T. pratense","Pennsylvania","treat"
"388",676,0.6,16,2,166,0.0475,110,0.000431818,0.071681818,48.2,"JL","3-Feb",21,"113","Control","6","6A","T. hybridum","Colorado","T. pratense","Greece","treat"
"389",677,0.11,10,1,180,0.0264,100,0.000264,0.04752,21.2,"MH","3-Feb",21,"113","Control","6","6A","T. hybridum","Colorado","T. hybridum","Colorado","treat"
"390",680,0.04,4,1,95,0.007,95,7.37e-05,0.007,3.9,"JL","3-Feb",21,"796","Nitrogen","2","2B","T. hybridum","Russia","T. hybridum","Russia","treat"
"391",683,0.59,23,3,273,0.0255,103,0.000247573,0.067587379,46.6,"DW","4-Feb",22,"155","Control","4","4A","T. pratense","Greece","T. pratense","Greece","treat"
"392",685,0.56,29,2,708,0.0018,104,1.73e-05,0.012253846,45.4,"DW","4-Feb",22,"97","Nitrogen","1","1B","T. hybridum","Colorado","T. hybridum","Colorado","treat"
"393",686,0.67,34,1,217,0.0105,217,4.84e-05,0.0105,40.5,NA,"4-Feb",22,"209","Nitrogen","6","6B","T. hybridum","Greece","T. hybridum","Colorado","treat"
